service,operation,status_code,error_code,error_message,is_implemented
ec2,CancelSpotInstanceRequests,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CancelSpotInstance operation: Request would have succeeded, but DryRun flag is set",True
ec2,ConfirmProductInstance,501,InternalFailure,API action 'ConfirmProductInstance' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CopyFpgaImage,501,InternalFailure,API action 'CopyFpgaImage' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CopyImage,500,InternalError,"exception while calling ec2.CopyImage: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/aws/api/core.py"", line 151, in operation_marker
    return fn(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/localstack_ext/services/ec2/provider.py.enc"", line 64, in copy_image
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/localstack_ext/services/ec2/vmmanager/docker.py.enc"", line 149, in copy_image
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/models/amis.py"", line 234, in describe_images
    raise MalformedAMIIdError(malformed_ami_ids)
moto.ec2.exceptions.MalformedAMIIdError: 400 Bad Request: <?xml version=""1.0"" encoding=""UTF-8""?>
<Response>
  <Errors>
    <Error>
      <Code>InvalidAMIID.Malformed</Code>
      <Message>Invalid id: ""['foobar']"" (expecting ""ami-..."")</Message>
    </Error>
  </Errors>
  <RequestID>7a62c49f-347e-4fc4-9331-6e8eEXAMPLE</RequestID>
</Response>
",True
ec2,CopySnapshot,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CopySnapshot operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateCapacityReservation,501,InternalFailure,API action 'CreateCapacityReservation' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateCapacityReservationFleet,501,InternalFailure,API action 'CreateCapacityReservationFleet' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateCarrierGateway,400,InvalidVpcID.NotFound,VpcID mohawk does not exist.,True
ec2,CreateClientVpnEndpoint,501,InternalFailure,API action 'CreateClientVpnEndpoint' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateClientVpnRoute,501,InternalFailure,API action 'CreateClientVpnRoute' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateCoipCidr,501,InternalFailure,API action 'CreateCoipCidr' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateCoipPool,501,InternalFailure,API action 'CreateCoipPool' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateCustomerGateway,200,,,True
ec2,CreateDefaultSubnet,501,InternalFailure,API action 'CreateDefaultSubnet' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateDefaultVpc,400,DefaultVpcAlreadyExists,A Default VPC already exists for this account in this region.,True
ec2,CreateDhcpOptions,200,,,True
ec2,CreateEgressOnlyInternetGateway,400,InvalidVpcID.NotFound,VpcID except does not exist.,True
ec2,CreateFleet,500,InternalError,"exception while calling ec2.CreateFleet: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/responses/fleets.py"", line 48, in create_fleet
    request = self.ec2_backend.create_fleet(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/models/fleets.py"", line 269, in create_fleet
    fleet = Fleet(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/models/fleets.py"", line 108, in __init__
    self.create_spot_requests(self.spot_target_capacity)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/models/fleets.py"", line 127, in create_spot_requests
    weight_map, added_weight = self.get_launch_spec_counts(weight_to_add)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/models/fleets.py"", line 204, in get_launch_spec_counts
    cheapest_spec = sorted(
IndexError: list index out of range
",True
ec2,CreateFlowLogs,400,InvalidID,The ID 'latest' is not valid,True
ec2,CreateFpgaImage,501,InternalFailure,API action 'CreateFpgaImage' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateImage,400,InvalidInstanceID.NotFound,The instance ID 'foobar' does not exist,True
ec2,CreateInstanceEventWindow,501,InternalFailure,API action 'CreateInstanceEventWindow' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateInstanceExportTask,501,InternalFailure,API action 'CreateInstanceExportTask' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateInternetGateway,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateInternetGateway operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateIpam,501,InternalFailure,API action 'CreateIpam' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateIpamPool,501,InternalFailure,API action 'CreateIpamPool' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateIpamResourceDiscovery,501,InternalFailure,API action 'CreateIpamResourceDiscovery' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateIpamScope,501,InternalFailure,API action 'CreateIpamScope' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateKeyPair,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateKeyPair operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateLaunchTemplate,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateLaunchTemplate operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateLaunchTemplateVersion,400,InvalidLaunchTemplateName.NotFoundException,"The specified launch template, with template name aaa, does not exist",True
ec2,CreateLocalGatewayRoute,501,InternalFailure,API action 'CreateLocalGatewayRoute' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateLocalGatewayRouteTable,501,InternalFailure,API action 'CreateLocalGatewayRouteTable' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateLocalGatewayRouteTableVirtualInterfaceGroupAssociation,501,InternalFailure,API action 'CreateLocalGatewayRouteTableVirtualInterfaceGroupAssociation' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateLocalGatewayRouteTableVpcAssociation,501,InternalFailure,API action 'CreateLocalGatewayRouteTableVpcAssociation' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateManagedPrefixList,200,,,True
ec2,CreateNatGateway,400,InvalidSubnetID.NotFound,The subnet ID 'foobar' does not exist,True
ec2,CreateNetworkAcl,400,InvalidVpcID.NotFound,VpcID latest does not exist.,True
ec2,CreateNetworkAclEntry,400,InvalidNetworkAclID.NotFound,The network acl ID 'umlaut' does not exist,True
ec2,CreateNetworkInsightsAccessScope,501,InternalFailure,API action 'CreateNetworkInsightsAccessScope' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateNetworkInsightsPath,501,InternalFailure,API action 'CreateNetworkInsightsPath' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateNetworkInterface,400,InvalidSubnetID.NotFound,The subnet ID 'foobar' does not exist,True
ec2,CreateNetworkInterfacePermission,501,InternalFailure,API action 'CreateNetworkInterfacePermission' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreatePlacementGroup,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreatePlacementGroup operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreatePublicIpv4Pool,501,InternalFailure,API action 'CreatePublicIpv4Pool' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateReplaceRootVolumeTask,501,InternalFailure,API action 'CreateReplaceRootVolumeTask' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateReservedInstancesListing,501,InternalFailure,API action 'CreateReservedInstancesListing' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateRestoreImageTask,501,InternalFailure,API action 'CreateRestoreImageTask' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateRoute,400,InvalidRouteTableID.NotFound,The routeTable ID 'global' does not exist,True
ec2,CreateRouteTable,400,InvalidVpcID.NotFound,VpcID except does not exist.,True
ec2,CreateSecurityGroup,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateSecurityGroup operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateSnapshot,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateSnapshot operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateSnapshots,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateSnapshots operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateSpotDatafeedSubscription,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateSpotDatafeedSubscription operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateStoreImageTask,501,InternalFailure,API action 'CreateStoreImageTask' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateSubnet,400,InvalidVpcID.NotFound,VpcID proton does not exist.,True
ec2,CreateSubnetCidrReservation,501,InternalFailure,API action 'CreateSubnetCidrReservation' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTags,400,InvalidID,The ID 'python' is not valid,True
ec2,CreateTrafficMirrorFilter,501,InternalFailure,API action 'CreateTrafficMirrorFilter' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTrafficMirrorFilterRule,501,InternalFailure,API action 'CreateTrafficMirrorFilterRule' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTrafficMirrorSession,501,InternalFailure,API action 'CreateTrafficMirrorSession' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTrafficMirrorTarget,501,InternalFailure,API action 'CreateTrafficMirrorTarget' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTransitGateway,200,,,True
ec2,CreateTransitGatewayConnect,501,InternalFailure,API action 'CreateTransitGatewayConnect' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTransitGatewayConnectPeer,501,InternalFailure,API action 'CreateTransitGatewayConnectPeer' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTransitGatewayMulticastDomain,501,InternalFailure,API action 'CreateTransitGatewayMulticastDomain' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTransitGatewayPeeringAttachment,200,,,True
ec2,CreateTransitGatewayPolicyTable,501,InternalFailure,API action 'CreateTransitGatewayPolicyTable' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTransitGatewayPrefixListReference,501,InternalFailure,API action 'CreateTransitGatewayPrefixListReference' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTransitGatewayRoute,500,InternalError,"exception while calling ec2.CreateTransitGatewayRoute: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/responses/transit_gateway_route_tables.py"", line 51, in create_transit_gateway_route
    transit_gateways_route_table = self.ec2_backend.create_transit_gateway_route(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/models/transit_gateway_route_tables.py"", line 108, in create_transit_gateway_route
    transit_gateways_route_table.routes[destination_cidr_block] = {
AttributeError: 'NoneType' object has no attribute 'routes'
",True
ec2,CreateTransitGatewayRouteTable,200,,,True
ec2,CreateTransitGatewayRouteTableAnnouncement,501,InternalFailure,API action 'CreateTransitGatewayRouteTableAnnouncement' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateTransitGatewayVpcAttachment,200,,,True
ec2,CreateVerifiedAccessEndpoint,501,InternalFailure,API action 'CreateVerifiedAccessEndpoint' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateVerifiedAccessGroup,501,InternalFailure,API action 'CreateVerifiedAccessGroup' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateVerifiedAccessInstance,501,InternalFailure,API action 'CreateVerifiedAccessInstance' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateVerifiedAccessTrustProvider,501,InternalFailure,API action 'CreateVerifiedAccessTrustProvider' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateVolume,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the CreateVolume operation: Request would have succeeded, but DryRun flag is set",True
ec2,CreateVpc,400,InvalidParameterValue,Value (snazzy) for parameter cidrBlock is invalid. This is not a valid CIDR block.,True
ec2,CreateVpcEndpoint,400,InvalidVpcID.NotFound,VpcID foobar does not exist.,True
ec2,CreateVpcEndpointConnectionNotification,501,InternalFailure,API action 'CreateVpcEndpointConnectionNotification' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateVpcEndpointServiceConfiguration,400,LoadBalancerNotFound,The specified load balancer does not exist.,True
ec2,CreateVpcPeeringConnection,500,InternalError,"exception while calling ec2.CreateVpcPeeringConnection: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/responses/vpc_peering_connections.py"", line 17, in create_vpc_peering_connection
    peer_vpc = ec2_backends[self.current_account][peer_region].get_vpc(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/base_backend.py"", line 257, in __getitem__
    return super().__getitem__(region_name)
KeyError: 'proton'
",True
ec2,CreateVpnConnection,200,,,True
ec2,CreateVpnConnectionRoute,501,InternalFailure,API action 'CreateVpnConnectionRoute' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,CreateVpnGateway,200,,,True
ec2,DeleteCarrierGateway,400,InvalidCarrierGatewayID.NotFound,The CarrierGateway ID 'poncho' does not exist,True
ec2,DeleteClientVpnEndpoint,501,InternalFailure,API action 'DeleteClientVpnEndpoint' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteClientVpnRoute,501,InternalFailure,API action 'DeleteClientVpnRoute' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteCoipCidr,501,InternalFailure,API action 'DeleteCoipCidr' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteCoipPool,501,InternalFailure,API action 'DeleteCoipPool' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteCustomerGateway,400,InvalidCustomerGatewayID.NotFound,The customer gateway ID 'global' does not exist,True
ec2,DeleteDhcpOptions,400,InvalidDhcpOptionsId.Malformed,"Invalid id: ""foobar"" (expecting ""dopt-..."")",True
ec2,DeleteEgressOnlyInternetGateway,400,InvalidGatewayID.NotFound,The eigw ID 'proton' does not exist,True
ec2,DeleteFleets,500,InternalError,"exception while calling ec2.DeleteFleets: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/responses/fleets.py"", line 8, in delete_fleets
    fleets = self.ec2_backend.delete_fleets(fleet_ids, terminate_instances)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/ec2/models/fleets.py"", line 307, in delete_fleets
    fleet = self.fleets[fleet_id]
KeyError: 'global'
",True
ec2,DeleteFlowLogs,400,InvalidFlowLogId.NotFound,These flow log ids in the input list are not found: [TotalCount: 1] foobar,True
ec2,DeleteFpgaImage,501,InternalFailure,API action 'DeleteFpgaImage' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteInstanceEventWindow,501,InternalFailure,API action 'DeleteInstanceEventWindow' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteInternetGateway,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the DeleteInternetGateway operation: Request would have succeeded, but DryRun flag is set",True
ec2,DeleteIpam,501,InternalFailure,API action 'DeleteIpam' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteIpamPool,501,InternalFailure,API action 'DeleteIpamPool' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteIpamResourceDiscovery,501,InternalFailure,API action 'DeleteIpamResourceDiscovery' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteIpamScope,501,InternalFailure,API action 'DeleteIpamScope' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteKeyPair,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the DeleteKeyPair operation: Request would have succeeded, but DryRun flag is set",True
ec2,DeleteLaunchTemplate,412,DryRunOperation,"An error occurred (DryRunOperation) when calling the DeleteLaunchTemplate operation: Request would have succeeded, but DryRun flag is set",True
ec2,DeleteLaunchTemplateVersions,501,InternalFailure,API action 'DeleteLaunchTemplateVersions' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteLocalGatewayRoute,501,InternalFailure,API action 'DeleteLocalGatewayRoute' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteLocalGatewayRouteTable,501,InternalFailure,API action 'DeleteLocalGatewayRouteTable' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteLocalGatewayRouteTableVirtualInterfaceGroupAssociation,501,InternalFailure,API action 'DeleteLocalGatewayRouteTableVirtualInterfaceGroupAssociation' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
ec2,DeleteLocalGatewayRouteTableVpcAssociation,501,InternalFailure,API action 'DeleteLocalGatewayRouteTableVpcAssociation' for service 'ec2' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
